id,project,file,function,func_body,has_mechanism,mechanism_found,notes
349,ipython,ipython/IPython/core/interactiveshell.py,prepare_user_module,"def prepare_user_module(self, user_module=None, user_ns=None):
        """"""Prepare the module and namespace in which user code will be run.

        When IPython is started normally, both parameters are None: a new module
        is created automatically, and its __dict__ used as the namespace.

        If only user_module is provided, its __dict__ is used as the namespace.
        If only user_ns is provided, a dummy module is created, and user_ns
        becomes the global namespace. If both are provided (as they may be
        when embedding), user_ns is the local namespace, and user_module
        provides the global namespace.

        Parameters
        ----------
        user_module : module, optional
            The current user module in which IPython is being run. If None,
            a clean module will be created.
        user_ns : dict, optional
            A namespace in which to run interactive commands.

        Returns
        -------
        A tuple of user_module and user_ns, each properly initialised.
        """"""
        if user_module is None and user_ns is not None:
            user_ns.setdefault(""__name__"", ""__main__"")
            user_module = DummyMod()
            user_module.__dict__ = user_ns

        if user_module is None:
            user_module = types.ModuleType(""__main__"",
                doc=""Automatically created module for IPython interactive environment"")

        # We must ensure that __builtin__ (without the final 's') is always
        # available and pointing to the __builtin__ *module*.  For more details:
        # http://mail.python.org/pipermail/python-dev/2001-April/014068.html
        user_module.__dict__.setdefault('__builtin__', builtin_mod)
        user_module.__dict__.setdefault('__builtins__', builtin_mod)

        if user_ns is None:
            user_ns = user_module.__dict__

        return user_module, user_ns",N,,
350,unilm,unilm/deltalm/fairseq/examples/wav2vec/unsupervised/data/extracted_features_dataset.py,__getitem__,"def __getitem__(self, index):
        offset = self.offsets[index]
        end = self.sizes[index] + offset
        feats = torch.from_numpy(self.data[offset:end].copy()).float()

        res = {""id"": index, ""features"": feats}
        if len(self.labels) > 0:
            res[""target""] = self.label_dict.encode_line(
                self.labels[index],
                line_tokenizer=lambda x: x,
                append_eos=False,
            )

        return res",N,,
351,plotly.py,plotly.py/packages/python/plotly/plotly/graph_objs/scatterternary/_hoverlabel.py,align,"def align(self, val):
        self[""align""] = val",N,,
352,sentry,sentry/src/sentry/spans/grouping/strategy/base.py,loose_normalized_db_span_in_condition_strategy,"def loose_normalized_db_span_in_condition_strategy(span: Span) -> Optional[Sequence[str]]:
    """"""This is identical to the above
    `normalized_db_span_in_condition_strategy` but it uses a looser regular
    expression that catches database spans that come from Laravel and Rails""""""
    description = span.get(""description"") or """"
    cleaned, count = LOOSE_IN_CONDITION_PATTERN.subn("" IN (%s)"", description)
    if count == 0:
        return None
    return [cleaned]",N,,
353,pytest,pytest/src/_pytest/fixtures.py,get_scope_package,"def get_scope_package(
    node: nodes.Item,
    fixturedef: ""FixtureDef[object]"",
) -> Optional[Union[nodes.Item, nodes.Collector]]:
    from _pytest.python import Package

    current: Optional[Union[nodes.Item, nodes.Collector]] = node
    while current and (
        not isinstance(current, Package) or current.nodeid != fixturedef.baseid
    ):
        current = current.parent  # type: ignore[assignment]
    if current is None:
        return node.session
    return current",N,,
354,fail2ban,fail2ban/fail2ban/tests/servertestcase.py,_testExecActions,"def _testExecActions(self, server):
		jails = server._Server__jails

		aInfos = self._testActionInfos()
		for jail in jails:
			# print(jail, jails[jail])
			for a in jails[jail].actions:
				action = jails[jail].actions[a]
				logSys.debug('# ' + ('=' * 50))
				logSys.debug('# == %-44s ==', jail + ' - ' + action._name)
				logSys.debug('# ' + ('=' * 50))
				# we can currently test only command actions:
				if not isinstance(action, _actions.CommandAction): continue
				# wrap default command processor, just log if (heavy)debug:
				action.executeCmd = self._executeCmd
				# test start :
				logSys.debug('# === start ==='); self.pruneLog()
				action.start()
				# test ban ip4 :
				logSys.debug('# === ban-ipv4 ==='); self.pruneLog()
				action.ban(aInfos['ipv4'])
				# test unban ip4 :
				logSys.debug('# === unban ipv4 ==='); self.pruneLog()
				action.unban(aInfos['ipv4'])
				# test ban ip6 :
				logSys.debug('# === ban ipv6 ==='); self.pruneLog()
				action.ban(aInfos['ipv6'])
				# test unban ip6 :
				logSys.debug('# === unban ipv6 ==='); self.pruneLog()
				action.unban(aInfos['ipv6'])
				# test stop :
				logSys.debug('# === stop ==='); self.pruneLog()
				action.stop()",N,,
355,sentry,sentry/src/sentry/integrations/manager.py,__init__,"def __init__(self):
        self.__values = {}",N,,
356,archivebox,archivebox/deb_dist/archivebox-0.5.6/archivebox/vendor/pocket/pocket.py,get_credentials,"def get_credentials(cls, consumer_key, code):
        '''
        Fetches access token from using the request token and consumer key

        '''
        headers = {
            'X-Accept': 'application/json',
        }
        url = 'https://getpocket.com/v3/oauth/authorize'
        payload = {
            'consumer_key': consumer_key,
            'code': code,
        }

        return cls._make_request(url, payload, headers)[0]",N,,
357,sentry,sentry/tests/sentry/sentry_metrics/test_batch.py,test_all_resolved,"def test_all_resolved(caplog, settings):
    settings.SENTRY_METRICS_INDEXER_DEBUG_LOG_SAMPLE_RATE = 1.0
    outer_message = _construct_outer_message(
        [
            (counter_payload, []),
            (distribution_payload, []),
            (set_payload, []),
        ]
    )

    batch = IndexerBatch(
        UseCaseKey.PERFORMANCE,
        outer_message,
        True,
        False,
        arroyo_input_codec=_INGEST_SCHEMA,
    )
    assert batch.extract_strings() == (
        {
            1: {
                ""c:sessions/session@none"",
                ""d:sessions/duration@second"",
                ""environment"",
                ""errored"",
                ""healthy"",
                ""init"",
                ""production"",
                ""s:sessions/error@none"",
                ""session.status"",
            }
        }
    )

    caplog.set_level(logging.ERROR)
    snuba_payloads = batch.reconstruct_messages(
        {
            1: {
                ""c:sessions/session@none"": 1,
                ""d:sessions/duration@second"": 2,
                ""environment"": 3,
                ""errored"": 4,
                ""healthy"": 5,
                ""init"": 6,
                ""production"": 7,
                ""s:sessions/error@none"": 8,
                ""session.status"": 9,
            }
        },
        {
            1: {
                ""c:sessions/session@none"": Metadata(id=1, fetch_type=FetchType.CACHE_HIT),
                ""d:sessions/duration@second"": Metadata(id=2, fetch_type=FetchType.CACHE_HIT),
                ""environment"": Metadata(id=3, fetch_type=FetchType.CACHE_HIT),
                ""errored"": Metadata(id=4, fetch_type=FetchType.DB_READ),
                ""healthy"": Metadata(id=5, fetch_type=FetchType.HARDCODED),
                ""init"": Metadata(id=6, fetch_type=FetchType.HARDCODED),
                ""production"": Metadata(id=7, fetch_type=FetchType.CACHE_HIT),
                ""s:sessions/error@none"": Metadata(id=8, fetch_type=FetchType.CACHE_HIT),
                ""session.status"": Metadata(id=9, fetch_type=FetchType.CACHE_HIT),
            }
        },
    )

    assert _get_string_indexer_log_records(caplog) == []
    assert _deconstruct_messages(snuba_payloads) == [
        (
            {
                ""mapping_meta"": {
                    ""c"": {
                        ""1"": ""c:sessions/session@none"",
                        ""3"": ""environment"",
                        ""7"": ""production"",
                        ""9"": ""session.status"",
                    },
                    ""h"": {""6"": ""init""},
                },
                ""metric_id"": 1,
                ""org_id"": 1,
                ""project_id"": 3,
                ""retention_days"": 90,
                ""tags"": {""3"": 7, ""9"": 6},
                ""timestamp"": ts,
                ""type"": ""c"",
                ""use_case_id"": ""performance"",
                ""value"": 1.0,
            },
            [(""mapping_sources"", b""ch""), (""metric_type"", ""c"")],
        ),
        (
            {
                ""mapping_meta"": {
                    ""c"": {
                        ""2"": ""d:sessions/duration@second"",
                        ""3"": ""environment"",
                        ""7"": ""production"",
                        ""9"": ""session.status"",
                    },
                    ""h"": {""5"": ""healthy""},
                },
                ""metric_id"": 2,
                ""org_id"": 1,
                ""project_id"": 3,
                ""retention_days"": 90,
                ""tags"": {""3"": 7, ""9"": 5},
                ""timestamp"": ts,
                ""type"": ""d"",
                ""use_case_id"": ""performance"",
                ""value"": [4, 5, 6],
            },
            [(""mapping_sources"", b""ch""), (""metric_type"", ""d"")],
        ),
        (
            {
                ""mapping_meta"": {
                    ""c"": {
                        ""3"": ""environment"",
                        ""7"": ""production"",
                        ""8"": ""s:sessions/error@none"",
                        ""9"": ""session.status"",
                    },
                    ""d"": {""4"": ""errored""},
                },
                ""metric_id"": 8,
                ""org_id"": 1,
                ""project_id"": 3,
                ""retention_days"": 90,
                ""tags"": {""3"": 7, ""9"": 4},
                ""timestamp"": ts,
                ""type"": ""s"",
                ""use_case_id"": ""performance"",
                ""value"": [3],
            },
            [(""mapping_sources"", b""cd""), (""metric_type"", ""s"")],
        ),
    ]",N,,
358,theharvester,theharvester/theHarvester/discovery/zoomeyesearch.py,parse_hostnames,"async def parse_hostnames(self, content):
        rawres = myparser.Parser(content, self.word)
        return await rawres.hostnames()",N,,
359,models,models/official/modeling/hyperparams/params_dict.py,_get_kv,"def _get_kv(dotted_string, params_dict):
      """"""Get keys and values indicated by dotted_string.""""""
      if _CONST_VALUE_RE.match(dotted_string) is not None:
        const_str = dotted_string
        if const_str == 'None':
          constant = None
        else:
          constant = float(const_str)
        return None, constant
      else:
        tokenized_params = dotted_string.split('.')
        v = params_dict
        for t in tokenized_params:
          v = v[t]
        return tokenized_params[-1], v",N,,
360,theano,theano/doc/hpcs2011_tutorial/double_op.py,make_node,"def make_node(self, x):
        x = theano.tensor.as_tensor_variable(x)
        return theano.Apply(self, [x], [x.type()])",N,,
